  year  month    day   hour    Press     Rain     SRad     NRad        H       LE        G    Ta002     U010   D010   ust005      wT005
  2008      5      1   0.25   1003.3      0.0      0.0    -56.2    -35.9     -1.8    -13.2     7.53     4.96    170    0.239    -0.0288
  2008      5      1   0.75   1003.5      0.0      0.0    -58.1    -36.2      1.5    -13.0     7.77     5.07    167    0.237    -0.0289
  2008      5      1   1.25   1003.8      0.0      0.0    -57.4    -36.9     -1.2    -13.1     7.47     4.86    168    0.257    -0.0295
  2008      5      1   1.75   1004.0      0.0      0.0    -56.1    -33.9     -2.8    -13.1     6.93     4.64    160    0.222    -0.0272
  2008      5      1   2.25   1004.3      0.0      0.0    -58.1    -32.1     -5.0    -13.0     6.77     4.53    167    0.227    -0.0258
  2008      5      1   2.75   1004.6      0.0      0.0    -55.7    -35.0     -5.6    -12.9     6.67     4.34    160    0.223    -0.0281
  2008      5      1   3.25   1004.9      0.0      0.0    -52.2    -24.8     -2.2    -12.5     6.30     4.01    155    0.201    -0.0199
  2008      5      1   3.75   1005.2      0.0      0.0    -54.9    -23.3     -2.9    -11.8     6.07     4.31    151    0.192    -0.0187
  2008      5      1   4.25   1005.6      0.0      3.7    -53.2    -27.8     -2.6    -10.8     6.13     4.94    161    0.234    -0.0222
  2008      5      1   4.75   1006.0      0.0     36.3    -30.6    -27.9      0.8     -9.3     6.53     5.31    163    0.287    -0.0221
  2008      5      1   5.25   1006.4      0.0    100.3     18.3    -11.6     14.1     -7.3     7.20     5.48    170    0.318    -0.0086
  2008      5      1   5.75   1006.9      0.0    116.7     38.4     -7.2     21.4     -4.6     7.63     6.41    178    0.355    -0.0047
  2008      5      1   6.25   1007.2      0.0    247.3    112.6     20.0     39.8     -1.4     8.23     5.99    182    0.362     0.0178
  2008      5      1   6.75   1007.5      0.0    332.3    169.7     45.2     74.1      2.3     9.17     6.80    195    0.429     0.0396
  2008      5      1   7.25   1007.8      0.0    403.0    224.8     60.8     96.1      6.2     9.97     7.15    198    0.431     0.0533
  2008      5      1   7.75   1008.2      0.0    408.3    248.6     67.7     99.2     10.1    10.27     7.31    202    0.424     0.0591
  2008      5      1   8.25   1008.4      0.0    397.3    245.2     59.6     88.9     14.0    10.60     7.79    201    0.404     0.0521
  2008      5      1   8.75   1008.7      0.0    617.3    400.7    102.7    135.5     18.2    11.60     7.61    201    0.414     0.0891
  2008      5      1   9.25   1009.0      0.0    579.7    382.3    116.7    160.3     22.4    11.97     7.69    197    0.474     0.1017
  2008      5      1   9.75   1009.3      0.0    573.7    378.7    108.5    140.7     26.2    12.13     7.77    184    0.445     0.0941
  2008      5      1  10.25   1009.4      0.0    529.7    365.0     94.9    148.2     28.8    12.43     7.56    191    0.431     0.0836
  2008      5      1  10.75   1009.6      0.0    462.0    313.7     82.6    148.0     29.7    12.50     8.19    195    0.460     0.0737
  2008      5      1  11.25   1009.8      0.0    451.7    312.3     61.1      NaN     29.4    12.47     6.39    214    0.387     0.0518
  2008      5      1  11.75   1009.9      0.0    514.7    346.2     85.6      NaN     28.4    12.97     7.26    216    0.384     0.0693
  2008      5      1  12.25   1010.1      0.0    444.3    297.2     61.2      NaN     27.1    13.27     7.21    197    0.416     0.0518
  2008      5      1  12.75   1010.4      0.0    638.3    434.5     77.9    178.9     25.4    14.07     7.32    200    0.420     0.0720
  2008      5      1  13.25   1010.5      0.0    239.3    153.4     13.0      NaN     22.9    13.23     6.34    228    0.287     0.0105
  2008      5      1  13.75   1010.6      0.4    582.7    395.8     74.8      NaN     19.3    12.47     7.01    264    0.434     0.0604
  2008      5      1  14.25   1011.2      0.0    484.3    299.5     70.1      NaN     15.2    12.03     6.22    258    0.401     0.0565
  2008      5      1  14.75   1011.7      0.0    467.0    296.4     72.2      NaN     11.2    12.10     5.93    240    0.362     0.0582
  2008      5      1  15.25   1012.3      0.0    250.0    150.6     21.9     67.8      7.6    11.47     4.87    216    0.271     0.0208
  2008      5      1  15.75   1012.6      0.0    279.0    155.9     31.8     84.2      4.4    11.47     5.15    194    0.323     0.0295
  2008      5      1  16.25   1012.8      0.0    388.0    213.0     47.3    100.7      1.2    11.97     5.38    202    0.324     0.0428
  2008      5      1  16.75   1012.8      0.0    180.0     60.8      1.3     53.2     -2.0    11.67     4.44    199    0.239     0.0036
  2008      5      1  17.25   1012.9      0.0    210.3     75.2      3.3     49.5     -5.1    11.63     4.24    199    0.252     0.0050
  2008      5      1  17.75   1013.1      0.0    127.7     20.5     -9.3     27.9     -7.7    11.43     3.55    195    0.202    -0.0061
  2008      5      1  18.25   1013.5      0.0     65.7    -20.5    -12.3      9.5     -9.8    10.90     2.98    192    0.118    -0.0094
  2008      5      1  18.75   1013.9      0.0     17.3    -39.7     -6.6      1.7    -11.7     9.80     2.49    167    0.046    -0.0052
  2008      5      1  19.25   1014.4      0.0      0.7    -45.1     -8.8     -0.7    -13.5     8.83     2.75    168    0.047    -0.0071
  2008      5      1  19.75   1014.6      0.0      0.0    -42.0     -5.8     -0.1    -15.3     8.53     2.31    146    0.048    -0.0046
  2008      5      1  20.25   1014.9      0.0      0.0    -42.4     -4.2     -0.4    -16.7     8.07     2.48    138    0.044    -0.0033
  2008      5      1  20.75      NaN      NaN      NaN      NaN      NaN      NaN    -17.5      NaN      NaN    150      NaN        NaN
  2008      5      1  21.25      NaN      NaN      NaN      NaN      NaN      NaN    -17.6      NaN      NaN    NaN      NaN        NaN
  2008      5      1  21.75      NaN      NaN      NaN      NaN      NaN      NaN    -17.2      NaN      NaN    NaN      NaN        NaN
  2008      5      1  22.25      NaN      NaN      NaN      NaN      NaN      NaN    -16.3      NaN      NaN    NaN      NaN        NaN
  2008      5      1  22.75      NaN      NaN      NaN      NaN      NaN      NaN    -15.3      NaN      NaN    NaN      NaN        NaN
  2008      5      1  23.25      NaN      NaN      NaN      NaN      NaN      NaN    -14.3      NaN      NaN    NaN      NaN        NaN
  2008      5      1  23.75      NaN      NaN      NaN      NaN      NaN      NaN    -13.6      NaN      NaN    148      NaN        NaN
  2008      5      2   0.25      NaN      NaN      NaN      NaN      NaN      NaN    -17.2      NaN      NaN    NaN      NaN        NaN
  2008      5      2   0.75      NaN      NaN      NaN      NaN      NaN      NaN    -16.7      NaN      NaN    NaN      NaN        NaN
  2008      5      2   1.25      NaN      NaN      NaN      NaN      NaN      NaN    -16.8      NaN      NaN    NaN      NaN        NaN
  2008      5      2   1.75      NaN      NaN      NaN      NaN      NaN      NaN    -17.4      NaN      NaN    NaN      NaN        NaN
  2008      5      2   2.25      NaN      NaN      NaN      NaN      NaN      NaN    -18.0      NaN      NaN    NaN      NaN        NaN
  2008      5      2   2.75      NaN      NaN      NaN      NaN      NaN      NaN    -18.1      NaN      NaN    NaN      NaN        NaN
  2008      5      2   3.25      NaN      NaN      NaN      NaN      NaN      NaN    -17.5      NaN      NaN    NaN      NaN        NaN
  2008      5      2   3.75      NaN      NaN      NaN      NaN      NaN      NaN    -16.3      NaN      NaN    NaN      NaN        NaN
  2008      5      2   4.25      NaN      NaN      NaN      NaN      NaN      NaN    -14.7      NaN      NaN    NaN      NaN        NaN
  2008      5      2   4.75      NaN      NaN      NaN      NaN      NaN      NaN    -12.5      NaN      NaN    NaN      NaN        NaN
  2008      5      2   5.25      NaN      NaN      NaN      NaN      NaN      NaN     -9.5      NaN      NaN    NaN      NaN        NaN
  2008      5      2   5.75      NaN      NaN      NaN      NaN      NaN      NaN     -5.7      NaN      NaN    191      NaN        NaN
  2008      5      2   6.25   1020.1      0.0    200.7     83.7      NaN      NaN     -0.9     8.70     2.75    194      NaN        NaN
  2008      5      2   6.75   1020.3      0.0    320.0    160.0     35.1     41.8      4.6     9.90     2.89    194    0.189     0.0297
  2008      5      2   7.25   1020.6      0.0    344.0    177.9     31.9     44.5     10.5    10.80     3.07    205    0.182     0.0274
  2008      5      2   7.75   1020.8      0.0    482.3    276.0     55.7     74.9     16.6    11.50     2.90    208    0.163     0.0478
  2008      5      2   8.25   1021.0      0.0    553.3    339.7     80.8    121.8     22.6    12.33     3.13    221    0.232     0.0702
  2008      5      2   8.75   1021.2      0.0    641.0    395.2     77.8    134.5     28.5    13.00     2.91    232    0.212     0.0685
  2008      5      2   9.25   1021.4      0.0    728.0    456.8    115.9    196.1     34.0    13.80     4.04    237    0.263     0.1022
  2008      5      2   9.75   1021.7      0.0    785.7    506.1    129.5    237.5     38.8    14.23     4.33    246    0.278     0.1150
  2008      5      2  10.25   1021.8      0.0    737.0    479.7    125.2    235.6     42.4    14.43     4.51    236    0.299     0.1116
  2008      5      2  10.75   1021.8      0.0    850.0    562.3    136.2    238.6     44.6    14.93     4.93    226    0.314     0.1207
  2008      5      2  11.25   1022.0      0.0    697.0    459.4    111.5    210.8     45.5    14.90     5.12    226    0.281     0.0996
  2008      5      2  11.75   1022.1      0.0    660.0    427.7     95.8    200.4     44.8    15.00     4.87    233    0.275     0.0865
  2008      5      2  12.25   1022.2      0.0    672.7    438.6    104.2    201.1     42.5    15.33     4.23    252    0.283     0.0935
  2008      5      2  12.75   1022.5      0.0    406.7    266.0     63.3    163.9     38.4    14.27     4.27    328    0.278     0.0583
  2008      5      2  13.25   1022.7      0.0    432.0    281.0      NaN      NaN     32.8    13.73     4.25    343      NaN        NaN
  2008      5      2  13.75   1022.9      0.0    248.0    146.2     16.1     63.1     26.5    13.90     2.56      1    0.154     0.0158
  2008      5      2  14.25   1022.8      0.0    427.3    258.0     49.5    142.7     20.7    14.80     2.07    304    0.132     0.0464
  2008      5      2  14.75   1022.7      0.0    410.0    232.4     29.3    104.7     16.1    15.10     3.00    281      NaN     0.0285
  2008      5      2  15.25   1022.9      0.0    492.3    278.7     72.1    158.5     12.6    15.37     2.25    356    0.171     0.0653
  2008      5      2  15.75   1023.1      0.0    350.7    192.1     28.4    113.6      9.5    15.23     2.41    336    0.199     0.0281
  2008      5      2  16.25   1023.3      0.0    200.7     95.2     11.8     95.4      6.1    14.87     2.46      4    0.190     0.0139
  2008      5      2  16.75   1023.5      0.0    198.0     98.4      9.6     81.3      2.3    14.50     3.43    340    0.208     0.0113
  2008      5      2  17.25   1023.6      0.0    124.0     42.5     -8.8     45.0     -1.4    14.03     2.73    343    0.168    -0.0051
  2008      5      2  17.75   1023.7      0.0     94.0      3.6    -11.3     24.6     -4.8    13.40     2.44    351    0.130    -0.0080
  2008      5      2  18.25   1024.0      0.0     59.3    -17.8    -10.4     13.3     -7.7    12.73     2.21    342    0.102    -0.0078
  2008      5      2  18.75   1024.2      0.0     13.0    -36.8     -6.0      5.0    -10.4    11.57     1.91      5      NaN    -0.0045
  2008      5      2  19.25   1024.4      0.0      0.3    -37.7     -9.3      5.1    -12.9    11.13     1.94      7    0.076    -0.0072
  2008      5      2  19.75   1024.7      0.0      0.0    -27.2     -6.3      2.2    -14.8    10.23     1.84      4    0.029    -0.0049
  2008      5      2  20.25   1024.9      0.0      0.0    -26.3     -0.8      0.3    -15.9    10.33     1.48     22    0.021    -0.0006
  2008      5      2  20.75   1025.0      0.0      0.0    -30.8     -4.7      2.4    -16.2    10.20     2.06     48    0.043    -0.0036
  2008      5      2  21.25   1025.1      0.0      0.0    -35.8     -3.7      1.0    -16.2     9.83     1.65     62      NaN    -0.0029
  2008      5      2  21.75   1025.2      0.0      0.0    -33.7     -6.6      2.0    -16.7     9.37     1.76     74    0.065    -0.0051
  2008      5      2  22.25   1025.3      0.0      0.0    -32.2     -1.8     -0.0    -17.5     9.63     1.71     87    0.027    -0.0014
  2008      5      2  22.75   1025.4      0.0      0.0    -32.8     -2.8      0.4    -18.4     8.87     1.13     69      NaN    -0.0022
  2008      5      2  23.25   1025.5      0.0      0.0    -34.3     -1.6      0.4    -18.6     7.23     1.11     53      NaN    -0.0013
  2008      5      2  23.75   1025.6      0.0      0.0    -32.3     -0.6      0.2    -18.1     7.30     1.29     55      NaN    -0.0005
  2008      5      3   0.25   1025.8      0.0      0.0    -32.0     -0.5      0.0    -17.6     7.10     1.57     44      NaN    -0.0004
  2008      5      3   0.75   1025.9      0.0      0.0    -30.6     -0.5      0.3    -20.5     6.80     1.38     66      NaN    -0.0003
  2008      5      3   1.25   1026.0      0.0      0.0    -35.3     -8.6     -0.3    -22.6     6.70     1.88     69    0.046    -0.0068
  2008      5      3   1.75   1026.0      0.0      0.0    -33.5     -6.7     -0.4    -23.8     7.13     2.02     82    0.052    -0.0053
  2008      5      3   2.25   1025.9      0.0      0.0    -34.7     -1.9     -0.1    -24.4     7.67     2.20     89    0.023    -0.0015
  2008      5      3   2.75   1025.8      0.0      0.0    -37.0     -3.1     -0.5    -24.7     7.57     2.44     95    0.040    -0.0024
  2008      5      3   3.25   1025.8      0.0      0.0    -39.9     -6.8     -1.6    -24.5     7.30     2.39     88    0.061    -0.0054
  2008      5      3   3.75   1025.8      0.0      0.0    -36.6     -9.6     -2.5    -23.3     7.10     2.42     96    0.070    -0.0076
  2008      5      3   4.25   1026.0      0.0      6.7    -36.9    -12.6     -2.8    -21.1     7.00     2.51     90    0.089    -0.0100
  2008      5      3   4.75   1026.2      0.0     40.3    -18.9     -7.3     -1.3    -17.7     7.17     2.28    101    0.072    -0.0057
  2008      5      3   5.25   1026.5      0.0     93.0     11.8     -6.6      4.3    -13.4     7.93     2.27     92    0.093    -0.0050
  2008      5      3   5.75   1026.7      0.0    164.7     57.5     -9.2     27.6     -8.0     9.10     2.38     97    0.177    -0.0060
  2008      5      3   6.25   1026.9      0.0    243.7    105.1     10.3     50.9     -1.4    10.30     2.42    105    0.169     0.0104
  2008      5      3   6.75   1027.1      0.0    326.0    159.2     20.8     64.0      6.3    11.60     2.17    118    0.149     0.0194
  2008      5      3   7.25   1027.3      0.0    409.0    216.8     35.1     79.4     14.8    12.53     1.94    145    0.113     0.0315
  2008      5      3   7.75   1027.4      0.0    468.0    260.2     46.9    107.4     23.3    13.47     2.34    155    0.156     0.0422
  2008      5      3   8.25   1027.3      0.0    535.3    304.9     56.3    130.2     31.4    14.63     2.53    105    0.200     0.0509
  2008      5      3   8.75   1027.1      0.0    573.3    337.5     70.6    169.0     39.0    15.27     2.90     97    0.237     0.0644
  2008      5      3   9.25   1027.0      0.0    665.3    401.8     74.7    173.7     46.0    15.93     3.04    109    0.184     0.0681
  2008      5      3   9.75   1027.0      0.0    726.0    444.6    105.0    236.2     52.2    16.27     3.07     88    0.193     0.0954
  2008      5      3  10.25   1026.9      0.0    771.0    482.0    105.3    226.0     57.1    16.73     3.46    106    0.212     0.0954
  2008      5      3  10.75   1026.8      0.0    803.3    510.6     97.0    228.7     60.2    17.17     3.75    123    0.246     0.0890
  2008      5      3  11.25   1026.8      0.0    777.0    495.9    105.8    246.9     61.5    17.37     3.89     97    0.257     0.0970
  2008      5      3  11.75   1026.6      0.0    817.3    520.7    116.9    268.0     61.1    17.70     3.72     98    0.240     0.1071
  2008      5      3  12.25   1026.5      0.0    797.7    502.8    107.9    255.4     59.0    18.00     3.45    107    0.257     0.0993
  2008      5      3  12.75   1026.4      0.0    816.7    516.0    103.9    250.7     55.3    18.17     3.33    109    0.233     0.0961
  2008      5      3  13.25   1026.3      0.0    778.3    490.4    102.3    245.2     49.7    18.50     3.10    122    0.230     0.0946
  2008      5      3  13.75   1026.1      0.0    596.3    356.6     66.3    211.7     42.6    18.23     3.90    104      NaN     0.0639
  2008      5      3  14.25   1026.0      0.0    465.7    270.9     41.2    194.0     34.6    18.20     2.59    104    0.209     0.0427
  2008      5      3  14.75   1025.8      0.0    541.3    317.2     55.1    202.4     26.6    18.47     3.27    107    0.262     0.0544
  2008      5      3  15.25   1025.7      0.0    465.3    264.2     36.2    191.2     19.2    18.53     3.44     66    0.279     0.0386
  2008      5      3  15.75   1025.4      0.0    393.3    206.6     14.3    144.1     12.6    18.33     3.48     84    0.232     0.0185
  2008      5      3  16.25   1025.2      0.0    317.3    152.3      1.6    123.4      6.7    18.10     3.54     83    0.245     0.0073
  2008      5      3  16.75   1025.2      0.0    260.0    110.8    -10.0    104.8      1.5    18.03     3.00    112    0.243    -0.0031
  2008      5      3  17.25   1025.2      0.0    147.3     39.7    -21.2     59.8     -3.0    17.53     2.70    106    0.173    -0.0143
  2008      5      3  17.75   1025.2      0.0     97.0     11.7    -24.5     40.5     -6.6    17.03     2.22     87    0.142    -0.0179
  2008      5      3  18.25   1025.3      0.0     56.7    -11.5    -17.3     18.2     -9.5    16.53     2.21     87    0.092    -0.0131
  2008      5      3  18.75   1025.3      0.0     17.0    -33.2    -20.7     14.1    -11.5    15.80     2.28     80    0.114    -0.0160
  2008      5      3  19.25   1025.5      0.0      0.3    -42.3    -20.4     10.0    -12.9    15.13     2.42     87    0.105    -0.0160
  2008      5      3  19.75   1025.6      0.0      0.0    -36.2    -25.5     11.7    -13.7    14.57     2.28     81    0.116    -0.0199
  2008      5      3  20.25   1025.6      0.0      0.0    -40.8    -30.2     12.7    -13.9    14.10     2.65     83    0.132    -0.0236
  2008      5      3  20.75   1025.6      0.0      0.0    -43.9    -37.3     15.8    -13.7    13.83     2.88     81    0.168    -0.0291
  2008      5      3  21.25   1025.5      0.0      0.0    -32.2    -29.4     14.5    -13.0    13.50     2.94     86    0.167    -0.0228
  2008      5      3  21.75   1025.5      0.0      0.0    -28.8    -34.3     18.5    -12.0    13.33     3.06     85    0.184    -0.0265
  2008      5      3  22.25   1025.4      0.0      0.0    -42.4    -31.9     13.7    -11.1    12.83     2.94     86    0.156    -0.0248
  2008      5      3  22.75   1025.3      0.0      0.0    -47.8    -32.6     10.4    -11.0    12.33     2.79     87    0.157    -0.0255
  2008      5      3  23.25   1025.2      0.0      0.0    -45.9    -28.1      8.2    -12.1    11.97     2.90     84    0.142    -0.0220
  2008      5      3  23.75   1025.1      0.0      0.0    -45.7    -31.7      8.8    -14.5    11.67     2.83     82    0.162    -0.0248
  2008      5      4   0.25   1024.9      0.0      0.0    -45.8    -39.5     12.2    -13.9    11.53     3.19     85    0.185    -0.0308
  2008      5      4   0.75   1024.8      0.0      0.0    -46.3    -33.1      9.7    -14.5    11.33     3.17     86    0.185    -0.0259
  2008      5      4   1.25   1024.6      0.0      0.0    -43.8    -33.6     10.5    -15.1    11.13     3.31     86    0.197    -0.0262
  2008      5      4   1.75   1024.5      0.0      0.0    -46.1    -42.0     14.1    -15.4    10.83     3.54     90    0.225    -0.0327
  2008      5      4   2.25   1024.4      0.0      0.0    -46.1    -41.2     14.1    -15.5    10.63     3.53     94    0.223    -0.0320
  2008      5      4   2.75   1024.3      0.0      0.0    -45.4    -36.0      9.7    -15.5    10.40     3.44     91    0.198    -0.0281
  2008      5      4   3.25   1024.3      0.0      0.0    -42.9    -28.6      6.4    -15.2    10.00     3.07     86    0.176    -0.0224
  2008      5      4   3.75   1024.3      0.0      0.0    -44.7    -34.6      7.9    -14.4     9.63     3.14     86    0.200    -0.0270
  2008      5      4   4.25   1024.4      0.0      7.3    -39.3    -29.9      7.5    -13.0     9.53     2.89     87    0.191    -0.0233
  2008      5      4   4.75   1024.5      0.0     41.0    -21.7    -26.7     10.2    -10.7     9.60     3.15     94    0.196    -0.0206
  2008      5      4   5.25   1024.6      0.0     96.7     14.0    -24.6     27.3     -7.4    10.23     3.87     94    0.242    -0.0182
  2008      5      4   5.75   1024.6      0.0    166.7     58.3    -13.3     50.3     -3.0    11.10     4.14     96    0.299    -0.0082
  2008      5      4   6.25   1024.7      0.0    241.0    108.9      2.8     65.1      2.4    11.93     4.77    103    0.296     0.0053
  2008      5      4   6.75   1024.8      0.0    321.3    161.3     19.6     80.4      8.6    12.63     4.68    108    0.312     0.0194
  2008      5      4   7.25   1024.9      0.0    405.7    221.4     38.1    103.1     15.2    13.63     4.70    111    0.319     0.0352
  2008      5      4   7.75   1024.9      0.0    486.7    279.1     40.4    110.7     21.9    14.67     5.06    106    0.293     0.0376
  2008      5      4   8.25   1025.0      0.0    545.7    321.2     46.6    115.9     28.8    15.40     4.73    116    0.255     0.0429
  2008      5      4   8.75   1025.1      0.0    606.0    361.2     67.0    152.6     35.8    16.17     3.82    114    0.276     0.0611
  2008      5      4   9.25   1025.1      0.0    673.7    411.2     75.0    170.3     42.7    17.00     3.06    109    0.235     0.0686
  2008      5      4   9.75   1024.9      0.0    730.0    453.3     83.7    180.1     49.0    17.73     3.87     96    0.259     0.0763
  2008      5      4  10.25   1024.8      0.0    770.3    488.4     92.7    242.7     54.2    18.63     4.27    113    0.307     0.0869
  2008      5      4  10.75   1024.6      0.0    794.3    509.6     80.7    236.4     57.9    19.40     4.59    104    0.327     0.0772
  2008      5      4  11.25   1024.3      0.0    814.3    523.8     86.1    280.4     60.0    19.73     4.90    110    0.312     0.0838
  2008      5      4  11.75   1024.2      0.0    819.0    525.5     86.2    255.1     60.4    19.87     4.99    111    0.335     0.0827
  2008      5      4  12.25   1024.1      0.0    817.3    522.1     80.0    253.8     58.8    20.13     4.57    114    0.249     0.0777
  2008      5      4  12.75   1023.9      0.0    793.7    500.8     78.4    272.9     55.1    20.23     4.66     90    0.305     0.0774
  2008      5      4  13.25   1023.9      0.0    763.0    475.1     72.3    219.1     49.5    20.33     4.20    123    0.247     0.0698
  2008      5      4  13.75   1023.8      0.0    697.0    427.2     73.3    282.9     42.5    20.30     4.49     96    0.281     0.0738
  2008      5      4  14.25   1023.7      0.0    643.3    385.0     54.0    236.1     35.1    20.27     4.10     87    0.293     0.0557
  2008      5      4  14.75   1023.5      0.0    595.0    349.4     42.3    206.6     27.8    20.13     3.86    117    0.241     0.0448
  2008      5      4  15.25   1023.4      0.0    515.0    287.2     31.5    226.8     20.5    20.07     4.18    101    0.277     0.0369
  2008      5      4  15.75   1023.2      0.0    437.0    229.4      9.3    154.3     13.3    19.93     4.44    113    0.240     0.0152
  2008      5      4  16.25   1023.2      0.0    370.3    185.3     -1.8    136.8      6.4    19.80     4.13    112    0.247     0.0053
  2008      5      4  16.75   1023.1      0.0    284.3    125.2    -17.2    115.1      0.1    19.57     4.20    111    0.267    -0.0084
  2008      5      4  17.25   1023.3      0.0    200.3     68.7    -29.0    100.7     -5.2    19.07     3.90    108    0.245    -0.0187
  2008      5      4  17.75   1023.6      0.0    115.0     13.5    -31.4     50.1     -9.3    18.37     3.25    104    0.185    -0.0231
  2008      5      4  18.25   1023.8      0.0     56.0    -20.6    -17.9     21.4    -12.7    17.43     2.67    106    0.111    -0.0135
  2008      5      4  18.75   1024.0      0.0     17.0    -35.6    -25.2     18.5    -15.6    16.70     2.44     93    0.117    -0.0195
  2008      5      4  19.25   1024.2      0.0      0.7    -46.4    -12.0      7.3    -18.0    16.30     2.36     83    0.077    -0.0094
  2008      5      4  19.75   1024.5      0.0      0.0    -40.5    -13.0      8.4    -19.6    15.57     2.12     77    0.074    -0.0101
  2008      5      4  20.25   1024.6      0.0      0.0    -37.4    -15.8      8.0    -20.3    14.80     2.20     70    0.050    -0.0124
  2008      5      4  20.75   1024.6      0.0      0.0    -37.0    -19.2     10.2    -20.1    14.33     2.48     63    0.101    -0.0150
  2008      5      4  21.25   1024.7      0.0      0.0    -42.8    -29.5     11.1    -19.1    13.97     2.64     71    0.120    -0.0232
  2008      5      4  21.75   1024.8      0.0      0.0    -48.3    -52.2     22.9    -17.7    14.07     3.12     70    0.189    -0.0409
  2008      5      4  22.25   1024.9      0.0      0.0    -48.6    -52.4     23.2    -16.2    13.87     3.40     72    0.194    -0.0409
  2008      5      4  22.75   1025.0      0.0      0.0    -49.3    -47.3     21.8    -14.7    13.40     3.59     77    0.211    -0.0368
  2008      5      4  23.25   1025.3      0.0      0.0    -49.0    -39.9     15.5    -13.8    13.03     3.35     84    0.185    -0.0311
  2008      5      4  23.75   1025.3      0.0      0.0    -51.5    -45.4     19.1    -13.5    12.83     3.68     82    0.208    -0.0353
  2008      5      5   0.25   1025.3      0.0      0.0    -54.5    -43.6     18.0    -11.9    12.67     3.60     78    0.198    -0.0340
  2008      5      5   0.75   1025.2      0.0      0.0    -54.1    -47.6     18.5    -13.5    12.50     3.32     72    0.198    -0.0371
  2008      5      5   1.25   1025.1      0.0      0.0    -52.9    -36.7     12.6    -14.5    12.03     3.46     74    0.174    -0.0286
  2008      5      5   1.75   1025.1      0.0      0.0    -53.3    -50.3     18.9    -15.0    11.87     3.86     75    0.228    -0.0392
  2008      5      5   2.25   1025.0      0.0      0.0    -52.5    -52.4     20.6    -15.2    11.53     4.36     82    0.256    -0.0407
  2008      5      5   2.75   1025.1      0.0      0.0    -51.7    -51.8     19.4    -15.4    11.00     4.23     86    0.286    -0.0402
  2008      5      5   3.25   1025.3      0.0      0.0    -52.5    -45.8     13.8    -15.4    10.43     3.76     88    0.254    -0.0356
  2008      5      5   3.75   1025.4      0.0      0.0    -53.0    -40.4     10.1    -15.0    10.00     3.61     87    0.199    -0.0315
  2008      5      5   4.25   1025.7      0.0     13.3    -39.1    -37.2     10.1    -13.9     9.73     3.17     89    0.209    -0.0289
  2008      5      5   4.75   1025.9      0.0     64.0    -14.3    -30.4     16.4    -11.8     9.97     3.08     88    0.205    -0.0233
  2008      5      5   5.25   1026.2      0.0    138.3     33.0    -16.8     28.6     -8.5    10.83     3.47     91    0.227    -0.0120
  2008      5      5   5.75   1026.5      0.0    217.3     83.8     -4.8     53.1     -4.0    11.97     3.52     95    0.250    -0.0013
  2008      5      5   6.25   1026.7      0.0    289.7    129.8      8.7     61.4      1.8    12.80     4.03    107    0.221     0.0098
  2008      5      5   6.75   1027.0      0.0    361.0    179.3     23.6     85.8      8.2    13.33     4.20    106    0.287     0.0228
  2008      5      5   7.25   1027.2      0.0    439.0    230.3     44.7    119.2     14.8    14.23     4.39    112    0.313     0.0413
  2008      5      5   7.75   1027.4      0.0    516.3    286.1     42.7    123.3     21.5    15.13     4.50    114    0.306     0.0400
  2008      5      5   8.25   1027.4      0.0    590.7    340.6     51.8    128.4     28.3    15.97     4.42    101    0.285     0.0477
  2008      5      5   8.75   1027.5      0.0    655.3    384.7     66.0    171.4     35.1    16.73     4.20    109    0.267     0.0612
  2008      5      5   9.25   1027.5      0.0    716.3    432.4     87.5    222.4     41.5    17.27     4.58     91    0.307     0.0811
  2008      5      5   9.75   1027.5      0.0    772.0    478.3     72.9    208.6     47.0    17.77     5.50    106    0.339     0.0689
  2008      5      5  10.25   1027.4      0.0    806.0    510.5     85.1    232.9     51.3    18.23     5.40     81    0.363     0.0801
  2008      5      5  10.75   1027.2      0.0    830.3    526.1     94.3    260.3     54.2    18.60     5.13    109    0.349     0.0890
  2008      5      5  11.25   1027.1      0.0    841.7    534.0     85.3    236.1     55.9    18.90     4.85     91    0.295     0.0805
  2008      5      5  11.75   1027.0      0.0    843.3    534.3     96.5    282.4     56.2    19.30     5.28     90    0.368     0.0920
  2008      5      5  12.25   1026.9      0.0    834.3    529.5     90.4    287.8     54.6    19.33     5.42     88    0.396     0.0874
  2008      5      5  12.75   1026.7      0.0    816.0    515.9     75.9    256.7     50.7    19.60     6.34    102    0.396     0.0742
  2008      5      5  13.25   1026.6      0.0    784.7    488.1     71.9    259.9     45.1    20.03     5.10    114    0.366     0.0713
  2008      5      5  13.75   1026.5      0.0    737.0    449.2     67.0    260.6     38.5    20.23     5.66    106    0.327     0.0674
  2008      5      5  14.25   1026.3      0.0    679.7    403.6     46.7    233.5     32.0    20.53     4.93     96    0.327     0.0496
  2008      5      5  14.75   1026.1      0.0    621.0    360.0     48.2    243.5     25.6    20.60     4.95    115    0.337     0.0513
  2008      5      5  15.25   1026.0      0.0    547.3    308.8     33.2    206.8     19.2    20.57     4.78    118    0.296     0.0373
  2008      5      5  15.75   1025.8      0.0    468.7    251.4     19.5    202.6     12.8    20.50     4.76    108    0.301     0.0259
  2008      5      5  16.25   1025.8      0.0    388.7    195.7     -0.9    169.8      6.5    20.30     4.78    110    0.307     0.0077
